Year,Appendix,Taxon,Class,Order,Family,Genus,Importer,Importer reported quantity,Term,Unit,Purpose,Source
2020,II,Galaxea fascicularis,Anthozoa,Scleractinia,Oculinidae,Galaxea,HK,113,live,Number of specimens,T,W
2020,II,Galaxea fascicularis,Anthozoa,Scleractinia,Oculinidae,Galaxea,KR,129,live,Number of specimens,T,W
2020,II,Galaxea fascicularis,Anthozoa,Scleractinia,Oculinidae,Galaxea,ZA,140,live,,T,W
2021,II,Galaxea fascicularis,Anthozoa,Scleractinia,Oculinidae,Galaxea,DE,170,live,Number of specimens,T,W
2020,II,Galaxea spp.,Anthozoa,Scleractinia,Oculinidae,Galaxea,DK,175,live,,T,W
2021,II,Galaxea astreata,Anthozoa,Scleractinia,Oculinidae,Galaxea,DE,184,live,Number of specimens,T,W
2020,II,Galaxea fascicularis,Anthozoa,Scleractinia,Oculinidae,Galaxea,DE,226,live,,T,W
2020,II,Galaxea spp.,Anthozoa,Scleractinia,Oculinidae,Galaxea,KR,300,live,Number of specimens,T,W
2020,II,Galaxea spp.,Anthozoa,Scleractinia,Oculinidae,Galaxea,ZA,1504,live,,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,SE,1,trophies,,H,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,ES,2,trophies,,H,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,BE,1,skulls,Number of specimens,P,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,BE,1.2,bones,kg,P,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,BE,2,tusks,Number of specimens,P,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DK,6,ivory carvings,,P,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,AE,1,ivory carvings,Number of specimens,Q,O
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,GB,8,ivory carvings,Number of specimens,Q,O
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,BE,1,skulls,Number of specimens,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,BE,1,teeth,Number of specimens,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,CN,1,bodies,Number of specimens,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,FR,1,skulls,Number of specimens,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,JP,1,skulls,Number of specimens,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,BE,2,tusks,Number of specimens,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,FR,2,trophies,Number of specimens,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,NZ,2,ivory carvings,Number of specimens,T,O
2021,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DE,2,trophies,Number of specimens,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,FR,3,bones,Number of specimens,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,IT,3,trophies,,T,W
2021,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DE,3,skulls,Number of specimens,T,W
2021,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,TR,4,tusks,Number of specimens,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,JP,8,tusks,Number of specimens,T,W
2021,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DE,11,tusks,Number of specimens,T,W
2021,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DE,12,bones,Number of specimens,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DE,24,bones,,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,DE,31,tusks,,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,CN,137,tusks,Number of specimens,T,W
2020,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,CN,1685.644,ivory carvings,kg,T,W
2020,III,Odobenidae spp.,Mammalia,Carnivora,Odobenidae,Unspecified,NL,2,ivory carvings,,Q,O
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,CA,1,live,Number of specimens,P,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,HK,1,live,Number of specimens,P,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,JE,1,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,DE,2,live,,T,D
2021,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,DE,2,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,HK,3,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,FR,4,live,Number of specimens,T,D
2021,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,CZ,5,live,,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,AE,6,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,CZ,6,live,,T,D
2021,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,DE,10,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,NZ,14,live,Number of specimens,T,W
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,GB,15,live,Number of specimens,T,D
2021,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,DE,16,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,CA,19,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,SG,20,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,GB,23,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,AE,30,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,JP,37,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,GB,51,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,JP,132,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,NL,150,live,,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,CN,200,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,GB,210,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,CA,236,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,CA,250,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,KR,265,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,VN,302,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,KR,324,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,TH,343,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,CA,392,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,HK,421,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,KR,446,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,HK,1066,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,SG,1656,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,JP,1686,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,JP,1981,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,TH,3310,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,JP,3760,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,VN,3955,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,MY,4084,live,,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,MY,4101,live,,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,HK,5048,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,TH,5289,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,VN,13704,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,CN,78579,live,Number of specimens,T,D
2020,I,Scleropages formosus,Actinopteri,Osteoglossiformes,Osteoglossidae,Scleropages,CN,94835,live,Number of specimens,T,D
2020,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,DE,2,skins,,P,W
2021,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,DE,3,skins,Number of specimens,P,W
2020,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,CN,1,fur product (small),Number of specimens,Q,O
2020,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,CN,1,garments,Number of specimens,Q,O
2020,II,Arctocephalus gazella,Mammalia,Carnivora,Otariidae,Arctocephalus,GB,1,skulls,Number of specimens,S,W
2020,II,Arctocephalus gazella,Mammalia,Carnivora,Otariidae,Arctocephalus,GB,1.1042,hair,kg,S,W
2020,II,Arctocephalus gazella,Mammalia,Carnivora,Otariidae,Arctocephalus,GB,1.7983,specimens,kg,S,W
2020,II,Arctocephalus gazella,Mammalia,Carnivora,Otariidae,Arctocephalus,GB,2,bodies,Number of specimens,S,W
2020,II,Arctocephalus gazella,Mammalia,Carnivora,Otariidae,Arctocephalus,GB,149,teeth,Number of specimens,S,W
2020,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,ZA,250,specimens,,S,W
2020,II,Arctocephalus gazella,Mammalia,Carnivora,Otariidae,Arctocephalus,GB,2475,specimens,Number of specimens,S,W
2020,II,Arctocephalus australis,Mammalia,Carnivora,Otariidae,Arctocephalus,TH,10,live,Number of specimens,T,W
2020,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,HK,20,genitalia,kg,T,W
2020,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,SG,580,skins,Number of specimens,T,W
2020,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,ZA,1100,skins,,T,W
2020,II,Arctocephalus pusillus,Mammalia,Carnivora,Otariidae,Arctocephalus,CN,1200,skins,Number of specimens,T,W
2021,II,Ardeotis kori,Aves,Gruiformes,Otididae,Ardeotis,DE,1,trophies,Number of specimens,H,W
2020,I,Chlamydotis macqueenii,Aves,Gruiformes,Otididae,Chlamydotis,QA,200,live,Number of specimens,B,C
2020,I,Chlamydotis macqueenii,Aves,Gruiformes,Otididae,Chlamydotis,SA,2250,live,Number of specimens,N,C
2020,I,Chlamydotis macqueenii,Aves,Gruiformes,Otididae,Chlamydotis,QA,2625,live,Number of specimens,N,C
2020,I,Chlamydotis macqueenii,Aves,Gruiformes,Otididae,Chlamydotis,JO,3440,live,,N,C
2021,I,Chlamydotis macqueenii,Aves,Gruiformes,Otididae,Chlamydotis,PK,4150,live,,N,C
2020,I,Chlamydotis macqueenii,Aves,Gruiformes,Otididae,Chlamydotis,UZ,5400,live,,N,C
2020,I,Chlamydotis macqueenii,Aves,Gruiformes,Otididae,Chlamydotis,PK,5460,live,,N,C
2020,I,Pangasianodon gigas,Actinopteri,Siluriformes,Pangasiidae,Pangasianodon,JP,30,live,Number of specimens,T,D
2021,II,Ornithoptera aesacus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,1,bodies,Number of specimens,P,R
2020,II,Ornithoptera meridionalis,Insecta,Lepidoptera,Papilionidae,Ornithoptera,IT,2,bodies,,P,R
2020,II,Ornithoptera tithonus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,IT,2,bodies,,P,R
2020,II,Ornithoptera goliath,Insecta,Lepidoptera,Papilionidae,Ornithoptera,IT,4,bodies,,P,R
2020,II,Ornithoptera rothschildi,Insecta,Lepidoptera,Papilionidae,Ornithoptera,IT,4,bodies,,P,R
2020,II,Ornithoptera croesus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,NZ,6,bodies,Number of specimens,P,R
2020,II,Ornithoptera priamus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,IT,6,bodies,,P,R
2020,II,Ornithoptera goliath,Insecta,Lepidoptera,Papilionidae,Ornithoptera,JP,1,trophies,Number of specimens,T,R
2020,II,Ornithoptera aesacus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,2,bodies,,T,F
2020,II,Ornithoptera meridionalis,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,2,bodies,,T,F
2020,II,Ornithoptera meridionalis,Insecta,Lepidoptera,Papilionidae,Ornithoptera,JP,2,bodies,Number of specimens,T,F
2020,II,Ornithoptera tithonus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,GB,2,bodies,Number of specimens,T,R
2021,II,Ornithoptera aesacus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,2,bodies,Number of specimens,T,F
2020,II,Ornithoptera aesacus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,JP,3,bodies,Number of specimens,T,F
2020,II,Ornithoptera priamus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,CN,3,bodies,Number of specimens,T,R
2020,II,Ornithoptera meridionalis,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,4,bodies,,T,R
2020,II,Ornithoptera tithonus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,4,bodies,,T,F
2021,II,Ornithoptera meridionalis,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,4,bodies,Number of specimens,T,R
2020,II,Ornithoptera paradisea,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,6,bodies,,T,F
2020,II,Ornithoptera rothschildi,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,6,bodies,,T,F
2021,II,Ornithoptera tithonus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,6,bodies,Number of specimens,T,F
2020,II,Ornithoptera tithonus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,JP,8,bodies,Number of specimens,T,F
2020,II,Ornithoptera paradisea,Insecta,Lepidoptera,Papilionidae,Ornithoptera,JP,10,bodies,Number of specimens,T,F
2020,II,Ornithoptera rothschildi,Insecta,Lepidoptera,Papilionidae,Ornithoptera,JP,10,bodies,Number of specimens,T,F
2021,II,Ornithoptera rothschildi,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,10,bodies,Number of specimens,T,F
2021,II,Ornithoptera paradisea,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,24,bodies,Number of specimens,T,R
2021,II,Ornithoptera tithonus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,24,bodies,Number of specimens,T,R
2020,II,Ornithoptera goliath,Insecta,Lepidoptera,Papilionidae,Ornithoptera,JP,30,bodies,Number of specimens,T,F
2020,II,Ornithoptera goliath,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,36,bodies,,T,F
2020,II,Ornithoptera priamus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,JP,37,bodies,Number of specimens,T,R
2020,II,Ornithoptera goliath,Insecta,Lepidoptera,Papilionidae,Ornithoptera,GB,40,bodies,Number of specimens,T,R
2021,II,Ornithoptera goliath,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,46,bodies,Number of specimens,T,F
2020,II,Ornithoptera victoriae,Insecta,Lepidoptera,Papilionidae,Ornithoptera,CN,53,bodies,Number of specimens,T,R
2020,II,Ornithoptera victoriae,Insecta,Lepidoptera,Papilionidae,Ornithoptera,JP,58,bodies,Number of specimens,T,R
2020,II,Ornithoptera priamus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,JP,80,bodies,Number of specimens,T,F
2020,II,Ornithoptera rothschildi,Insecta,Lepidoptera,Papilionidae,Ornithoptera,GB,80,bodies,Number of specimens,T,R
2021,II,Ornithoptera rothschildi,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,87,bodies,Number of specimens,T,R
2020,II,Ornithoptera goliath,Insecta,Lepidoptera,Papilionidae,Ornithoptera,CN,100,bodies,Number of specimens,T,R
2020,II,Ornithoptera rothschildi,Insecta,Lepidoptera,Papilionidae,Ornithoptera,CN,100,bodies,Number of specimens,T,R
2020,II,Ornithoptera priamus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,CN,165,bodies,Number of specimens,T,R
2021,II,Ornithoptera goliath,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,180,bodies,Number of specimens,T,R
2020,II,Ornithoptera priamus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,CN,200,bodies,Number of specimens,T,R
2020,II,Ornithoptera priamus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,GB,200,bodies,Number of specimens,T,R
2020,II,Ornithoptera priamus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,300,bodies,,T,F
2021,II,Ornithoptera priamus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,300,bodies,Number of specimens,T,F
2020,II,Ornithoptera rothschildi,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,400,bodies,,T,R
2020,II,Ornithoptera goliath,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,539,bodies,,T,R
2021,II,Ornithoptera priamus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,1060,bodies,Number of specimens,T,R
2020,II,Ornithoptera priamus,Insecta,Lepidoptera,Papilionidae,Ornithoptera,DE,2728,bodies,,T,R
2020,II,Trogonoptera brookiana,Insecta,Lepidoptera,Papilionidae,Trogonoptera,JP,8,bodies,Number of specimens,T,F
2020,II,Trogonoptera brookiana,Insecta,Lepidoptera,Papilionidae,Trogonoptera,DE,10,bodies,,T,F
2021,II,Trogonoptera brookiana,Insecta,Lepidoptera,Papilionidae,Trogonoptera,DE,10,bodies,Number of specimens,T,F
2020,II,Trogonoptera brookiana,Insecta,Lepidoptera,Papilionidae,Trogonoptera,TH,1000,bodies,,T,W
2020,II,Troides amphrysus,Insecta,Lepidoptera,Papilionidae,Troides,JP,1,bodies,Number of specimens,T,F
2020,II,Troides miranda,Insecta,Lepidoptera,Papilionidae,Troides,JP,4,bodies,Number of specimens,T,F
2021,II,Troides cuneifera,Insecta,Lepidoptera,Papilionidae,Troides,DE,4,bodies,Number of specimens,T,F
2020,II,Troides amphrysus,Insecta,Lepidoptera,Papilionidae,Troides,DE,6,bodies,,T,F
2020,II,Troides haliphron,Insecta,Lepidoptera,Papilionidae,Troides,DE,6,bodies,,T,F
2020,II,Troides oblongomaculatus,Insecta,Lepidoptera,Papilionidae,Troides,DE,6,bodies,,T,F
2020,II,Troides vandepolli,Insecta,Lepidoptera,Papilionidae,Troides,JP,6,bodies,Number of specimens,T,F
2021,II,Troides oblongomaculatus,Insecta,Lepidoptera,Papilionidae,Troides,DE,6,bodies,Number of specimens,T,F
2021,II,Troides plato,Insecta,Lepidoptera,Papilionidae,Troides,DE,6,bodies,Number of specimens,T,F
2020,II,Troides amphrysus,Insecta,Lepidoptera,Papilionidae,Troides,JP,8,bodies,Number of specimens,T,F
2020,II,Troides plato,Insecta,Lepidoptera,Papilionidae,Troides,DE,8,bodies,,T,F
2020,II,Troides plato,Insecta,Lepidoptera,Papilionidae,Troides,JP,8,bodies,Number of specimens,T,F
2020,II,Troides vandepolli,Insecta,Lepidoptera,Papilionidae,Troides,DE,8,bodies,,T,F
2021,II,Troides haliphron,Insecta,Lepidoptera,Papilionidae,Troides,DE,8,bodies,Number of specimens,T,F
2021,II,Troides vandepolli,Insecta,Lepidoptera,Papilionidae,Troides,DE,8,bodies,Number of specimens,T,F
2020,II,Troides criton,Insecta,Lepidoptera,Papilionidae,Troides,JP,10,bodies,Number of specimens,T,F
2020,II,Troides haliphron,Insecta,Lepidoptera,Papilionidae,Troides,JP,10,bodies,Number of specimens,T,F
2020,II,Troides hypolitus,Insecta,Lepidoptera,Papilionidae,Troides,JP,12,bodies,Number of specimens,T,F
2020,II,Troides criton,Insecta,Lepidoptera,Papilionidae,Troides,DE,16,bodies,,T,F
2020,II,Troides hypolitus,Insecta,Lepidoptera,Papilionidae,Troides,DE,20,bodies,,T,F
2021,II,Troides amphrysus,Insecta,Lepidoptera,Papilionidae,Troides,DE,20,bodies,Number of specimens,T,F
2021,II,Troides criton,Insecta,Lepidoptera,Papilionidae,Troides,DE,20,bodies,Number of specimens,T,F
2021,II,Troides hypolitus,Insecta,Lepidoptera,Papilionidae,Troides,DE,20,bodies,Number of specimens,T,F
2020,II,Troides helena,Insecta,Lepidoptera,Papilionidae,Troides,JP,50,bodies,Number of specimens,T,F
2021,II,Troides aeacus,Insecta,Lepidoptera,Papilionidae,Troides,DE,100,bodies,Number of specimens,T,W
2020,II,Troides aeacus,Insecta,Lepidoptera,Papilionidae,Troides,TH,200,bodies,,T,W
2020,II,Troides helena,Insecta,Lepidoptera,Papilionidae,Troides,DE,300,bodies,,T,F
2020,II,Troides rhadamantus,Insecta,Lepidoptera,Papilionidae,Troides,NZ,375,live,Number of specimens,T,C
2021,II,Troides helena,Insecta,Lepidoptera,Papilionidae,Troides,DE,400,bodies,Number of specimens,T,F
2020,II,Troides rhadamantus,Insecta,Lepidoptera,Papilionidae,Troides,NZ,1360,pupae,Number of specimens,T,C
2020,II,Cicinnurus regius,Aves,Passeriformes,Paradisaeidae,Cicinnurus,CN,2,bodies,Number of specimens,T,C
2020,II,Paradisaea minor,Aves,Passeriformes,Paradisaeidae,Paradisaea,CN,1,feathers,Number of specimens,Q,O
2020,II,Paradisaea apoda,Aves,Passeriformes,Paradisaeidae,Paradisaea,CN,2,bodies,Number of specimens,T,C
2020,II,Seleucidis melanoleucus,Aves,Passeriformes,Paradisaeidae,Seleucidis,CN,1,bodies,Number of specimens,T,C
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,NO,1,raw corals,Number of specimens,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,KR,2,raw corals,Number of specimens,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,GB,3,live,Number of specimens,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,HK,3,live,Number of specimens,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,NZ,4,live,Number of specimens,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,CZ,5,live,,T,F
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,FR,5,live,Number of specimens,T,W
2020,II,Echinophyllia aspera,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,KR,5,live,Number of specimens,T,W
2021,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,CZ,5,live,,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,GB,6,live,Number of specimens,T,W
2020,II,Echinophyllia aspera,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,FR,8,live,Number of specimens,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,MY,9,raw corals,,T,F
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,DK,10,live,,T,F
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,FR,10,live,Number of specimens,T,F
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,GB,10,live,Number of specimens,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,IE,10,raw corals,,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,IE,10,raw corals,,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,NO,10,raw corals,Number of specimens,T,W
2020,II,Echinophyllia aspera,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,HK,10,live,Number of specimens,T,W
2021,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,CZ,10,live,,T,F
2020,II,Echinophyllia echinata,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,NO,12,raw corals,Number of specimens,T,W
2021,II,Echinophyllia aspera,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,DE,13,live,Number of specimens,T,W
2020,II,Echinophyllia aspera,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,SG,15,live,Number of specimens,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,KR,20,live,Number of specimens,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,ZA,20,live,,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,DE,23,live,,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,NL,26,live,,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,ES,30,live,,T,W
2020,II,Echinophyllia aspera,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,ZA,32,live,,T,W
2020,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,IT,34,live,,T,F
2021,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,CZ,34,live,,T,W
