Year,Appendix,Taxon,Class,Order,Family,Genus,Importer,Exporter,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-FR,,1,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-FR,,8,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-IT,,28,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-KR,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-MY,,4,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-PH,1832,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-PH,,1832,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-TH,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TH,E-FR,1,,leather products (small),Number of specimens,T,R
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TH,E-FR,1,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TH,E-FR,,1,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TH,E-FR,2,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TH,E-FR,,1,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TH,E-JP,18,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-ES,32,43,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-ES,5,5,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-ES,115,109,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-ES,3,,skins,,T,R
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,1,,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,28,,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,3,,skin pieces,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,,3,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,3,,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,,2,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,3,,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,,240,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,288,,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,,2,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,44,,skin pieces,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-IT,,1,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-IT,,84,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-UA,E-IT,,4,garments,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-US,E-GB,,1,leather products (small),Number of specimens,T,R
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-US,E-GB,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-VN,E-FR,1,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-VN,E-FR,,1,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-VN,E-KR,,9,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-VN,E-KR,,125,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-VN,E-KR,134,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-VN,E-TH,200,100,leather products (small),Number of specimens,T,D
2020,I,Crocodylus rhombifer,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-CZ,,7,live,,B,C
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-DE,E-TH,7,,leather products (small),,P,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-GB,1,1,leather products (small),Number of specimens,Q,O
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AE,E-TH,11,382,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AE,E-VN,,120,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AU,E-TH,,10,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AU,E-TH,,1,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-BL,E-IT,,3,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-BL,E-IT,,3,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CA,E-IT,,3,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CA,E-TH,1000,,meat,kg,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CH,E-DE,,1,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CH,E-IT,,1,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CH,E-IT,,6,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CH,E-VN,,2,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CH,E-VN,,2,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CL,E-TH,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-FR,5,6,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-IT,20,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-IT,,21,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-IT,,2,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-IT,,4,skins,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-JP,10,33,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-SG,,99.936,oil,l,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-TH,250,723,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-TH,5900,,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-VN,8099,32549,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-DE,E-TH,,21,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-DE,E-TH,,7,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-DE,E-TH,246,,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-ES,E-TH,3,,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FI,E-TH,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-TH,,12,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-TR,,12,skins,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-TR,5,,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-TR,,5,skins,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-VN,12,12,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-GB,E-TH,,8,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-GB,E-VN,,4,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-FR,10,10,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-IT,6,,jewellery,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-IT,13,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-IT,4,,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-JP,1,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-SG,,2,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-TH,,7,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-TH,278419.55,320,meat,kg,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-VN,600,,meat,kg,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HR,E-TH,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-IL,E-JP,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-IT,E-JP,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-IT,E-JP,1,,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-IT,E-TH,,66,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-IT,E-TH,65,,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-IT,E-TH,10,,skins,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-IT,E-TH,911,,skulls,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-CH,12,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-FR,,1,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-FR,23,26,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-FR,,87,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-HK,1,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-IT,2,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-IT,3,,garments,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-IT,,3,garments,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-IT,11,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-IT,,10,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-KH,300,,specimens,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-KH,,300,specimens,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-TH,249,493,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-TH,35,,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-TH,,31,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-TH,6,,garments,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-TH,3863,6484,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-TH,1200,,meat,kg,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-TH,348,,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-TH,1,,skulls,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-VN,2048,1618,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-VN,19646,35088,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-VN,354,200,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KH,E-TH,,690,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,11,,skins,Number of specimens,T,W
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,10,5,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-IT,10,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-IT,,11,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-IT,23,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-IT,,28,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-SG,,3,bodies,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-SG,1758,1755,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-TH,51,,bodies,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-TH,1151,521,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-TH,3125,,meat,kg,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-TH,1410,,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-VN,200,3640,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-VN,1755,1615,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-VN,,242,skins,Number of specimens,T,W
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KW,E-IT,,52,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KW,E-TH,,1,leather products (large),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KW,E-TH,,9,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KZ,E-FR,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-LU,E-TH,,2,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-LU,E-VN,,2,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-LU,E-VN,2,,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MC,E-IT,,1,skin pieces,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MC,E-IT,,1,skin pieces,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MU,E-TH,,8,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MY,E-TH,,3,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-NG,E-TH,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-NL,E-TH,,13,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-NL,E-TH,,3,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-NL,E-TH,50,,skulls,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-PH,E-TH,,21,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-QA,E-FR,,2,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-QA,E-IT,,2,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-QA,E-IT,,7,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-QA,E-TH,,61,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-FR,,4,garments,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-FR,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-FR,,4,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-IT,,76,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-IT,,27,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-TH,,1374,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-VN,,405,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-VN,400,,skin pieces,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SA,E-IT,,1,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-IT,,29,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-TH,,32,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-TH,400,,oil,l,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-TH,3700,,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TH,E-JP,30,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TH,E-KR,129,129,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TH,E-KW,17,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TH,E-SG,383,383,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TH,E-VN,95,95,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-FR,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-IT,288,293,skins,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-RU,,170,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-RU,,100,skin pieces,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-VN,,189,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-VN,167,,skins,,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TW,E-TH,,50,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TW,E-TH,,200,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-UA,E-IT,,1,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-US,E-DE,,2,leather products (small),,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-US,E-TH,,5,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-VN,E-KR,372,372,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-VN,E-TH,250,100,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-VN,E-TH,785,,skins,Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-XX,E-TH,,19,leather products (small),Number of specimens,T,D
2020,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-TH,3,,live,Number of specimens,Z,D
2020,I,Dugong dugon,Mammalia,Sirenia,Dugongidae,Dugong,I-ZA,E-MZ,25,,specimens,,S,W
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-BE,E-AU,46,,piano keys,Number of specimens,E,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-HK,E-SE,5,,ivory carvings,Number of specimens,E,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NL,E-CH,1,,ivory carvings,,E,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-RU,E-NL,,22,ivory carvings,,E,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NZ,E-HK,8,,ivory pieces,Number of specimens,L,I
